MYlive，CVS格式化源

香港HK,#genre#
Mcot,http://url.cdnhs.store:48559/hstw.php?id=mcot
AmarinTV,http://url.cdnhs.store:48559/hstw.php?id=thaiamarin
ThaiPBS,http://url.cdnhs.store:48559/hstw.php?id=thaipbs
ThairathTV,http://url.cdnhs.store:48559/hstw.php?id=thairathtv
JKT18,http://url.cdnhs.store:48559/hstw.php?id=jkt18
PPTV,http://url.cdnhs.store:48559/hstw.php?id=pptv
TPTV,http://url.cdnhs.store:48559/hstw.php?id=tptv
ALTV,http://url.cdnhs.store:48559/hstw.php?id=altvthai
EsanTV,http://url.cdnhs.store:48559/hstw.php?id=Esantv
PoliceTV,http://url.cdnhs.store:48559/hstw.php?id=policetv
Stou,http://url.cdnhs.store:48559/hstw.php?id=Stou
SuwannaBhumi,http://url.cdnhs.store:48559/hstw.php?id=Suwannabhumi
VTV1,http://url.cdnhs.store:48559/hstw.php?id=vtv1
VTV2,http://url.cdnhs.store:48559/hstw.php?id=vtv2
VTV3,http://url.cdnhs.store:48559/hstw.php?id=vtv3
VTV4,http://url.cdnhs.store:48559/hstw.php?id=vtv4
VTV5,http://url.cdnhs.store:48559/hstw.php?id=vtv5
VTV5 Tây Nam Bộ,http://url.cdnhs.store:48559/hstw.php?id=vtv5TayNamBo
VTV5 Tây Nguyên,http://url.cdnhs.store:48559/hstw.php?id=vtv5TayNguyen
VTV7,http://url.cdnhs.store:48559/hstw.php?id=vtv7
VTV8,http://url.cdnhs.store:48559/hstw.php?id=vtv8
VTV9,http://url.cdnhs.store:48559/hstw.php?id=vtv9
VTV CẦN THƠ,http://url.cdnhs.store:48559/hstw.php?id=vtvCanTho
体育频道,#genre#
NBA TV,http://url.cdnhs.store:48559/hstw.php?id=nbatv
DAZN 1,http://url.cdnhs.store:48559/hstw.php?id=dazn1
DAZN 2,http://url.cdnhs.store:48559/hstw.php?id=dazn2
Ginx TV,http://url.cdnhs.store:48559/hstw.php?id=ginxtv
TRACE SportStars,http://url.cdnhs.store:48559/hstw.php?id=tracesport
Hub Sports 1,http://url.cdnhs.store:48559/hstw.php?id=hubsports1
Hub Sports 2,http://url.cdnhs.store:48559/hstw.php?id=hubsports2
Hub Sports 3,http://url.cdnhs.store:48559/hstw.php?id=hubsports3
Hub Premier 1,http://url.cdnhs.store:48559/hstw.php?id=hubpremier1
Hub Premier 2,http://url.cdnhs.store:48559/hstw.php?id=hubpremier2
Astro Arena,http://url.cdnhs.store:48559/hstw.php?id=astroarena
Sukan RTM,http://url.cdnhs.store:48559/hstw.php?id=sukanrtm
SPOTV,http://url.cdnhs.store:48559/hstw.php?id=spotv
SPOTV 2,http://url.cdnhs.store:48559/hstw.php?id=spotv2
SBS Sports,http://url.cdnhs.store:48559/hstw.php?id=sbssports
MBC Sports+,http://url.cdnhs.store:48559/hstw.php?id=mbcsports
KBSN Sports,http://url.cdnhs.store:48559/hstw.php?id=kbsnsports
SKY Sports,http://url.cdnhs.store:48559/hstw.php?id=skysports
JTBC Golf,http://url.cdnhs.store:48559/hstw.php?id=jtbcgolf
SBS Golf,http://url.cdnhs.store:48559/hstw.php?id=sbsgolf
beIN Sports 1,http://url.cdnhs.store:48559/hstw.php?id=beinsports1
beIN Sports 2,http://url.cdnhs.store:48559/hstw.php?id=beinsports2

新闻频道,#genre#
CGTN,http://url.cdnhs.store:48559/hstw.php?id=cgtn
CNN,http://url.cdnhs.store:48559/hstw.php?id=cnn
BBC News,http://url.cdnhs.store:48559/hstw.php?id=bbcnews
Al Jazeera English,http://url.cdnhs.store:48559/hstw.php?id=aljazeeraen
CNA,http://url.cdnhs.store:48559/hstw.php?id=cna
CNBC Asia,http://url.cdnhs.store:48559/hstw.php?id=cnbcasia
Bloomberg TV,http://url.cdnhs.store:48559/hstw.php?id=bloomberg
ABC Australia,http://url.cdnhs.store:48559/hstw.php?id=abcaustralia
DW English,http://url.cdnhs.store:48559/hstw.php?id=dwenglish
France 24,http://url.cdnhs.store:48559/hstw.php?id=france24

电影频道,#genre#
摇滚电影,http://url.cdnhs.store:48559/hstw.php?id=rockmovie
摇滚极限,http://url.cdnhs.store:48559/hstw.php?id=rockextreme
Cinemax,http://url.cdnhs.store:48559/hstw.php?id=cinemax
AXN,http://url.cdnhs.store:48559/hstw.php?id=axn
MovieMovie,http://url.cdnhs.store:48559/hstw.php?id=moviemovie
Action Hollywood,http://url.cdnhs.store:48559/hstw.php?id=actionhollywood
Rialto Classic,http://url.cdnhs.store:48559/hstw.php?id=rialtoclassic
CHC动作电影,http://url.cdnhs.store:48559/hstw.php?id=chcaction
CHC家庭电影,http://url.cdnhs.store:48559/hstw.php?id=chcfamily
CHC影迷电影,http://url.cdnhs.store:48559/hstw.php?id=chcmovie

娱乐频道,#genre#
无线亚洲新闻,http://url.cdnhs.store:48559/hstw.php?id=MytvTvbsAsia
亚洲综合娱乐台,http://url.cdnhs.store:48559/hstw.php?id=MYTVASIAVARIETY
摇滚娱乐,http://url.cdnhs.store:48559/hstw.php?id=CRTE
FASHIONONEHK,http://url.cdnhs.store:48559/hstw.php?id=FASHIONONEHK
FashionBox,http://url.cdnhs.store:48559/hstw.php?id=MytvFashionBox
Mezzo Live,http://url.cdnhs.store:48559/hstw.php?id=MytvMezzoLive
TRACE Urban,http://url.cdnhs.store:48559/hstw.php?id=traceurban
Sun Music,http://url.cdnhs.store:48559/hstw.php?id=sunmusic
MTV Live,http://url.cdnhs.store:48559/hstw.php?id=mtvlive
私密频道~1818,#genre#
松视1,http://url.cdnhs.store:48559/hstw.php?id=sonsee1
松视2,http://url.cdnhs.store:48559/hstw.php?id=sonsee2
松视3,http://url.cdnhs.store:48559/hstw.php?id=SonSee3hd
彩虹e,http://url.cdnhs.store:48559/hstw.php?id=RainBowEhd
K频道,http://url.cdnhs.store:48559/hstw.php?id=RainBowK
彩虹电影台,http://url.cdnhs.store:48559/hstw.php?id=Rainbowmovie
潘朵啦玩美台,http://url.cdnhs.store:48559/hstw.php?id=PandoraWanmei
惊艳成人电影,http://url.cdnhs.store:48559/hstw.php?id=Amazingchannel
香蕉台,http://url.cdnhs.store:48559/hstw.php?id=Bananachannel
Happy,http://url.cdnhs.store:48559/hstw.php?id=HappyHD
JStar極限台电影频道,http://url.cdnhs.store:48559/hstw.php?id=JStarMovies
Playboy TV,http://url.cdnhs.store:48559/hstw.php?id=PlayboyTV
アイドル専門チャンネルＰｉｇｏｏ,http://url.cdnhs.store:48559/hstw.php?id=IdolspecialtychannelPigooHD
Babes TV,http://url.cdnhs.store:48559/hstw.php?id=BabesTV
Red Lips,http://url.cdnhs.store:48559/hstw.php?id=RedLips
RusskayaNoch,http://url.cdnhs.store:48559/hstw.php?id=RusskayaNoch
BrazzersTV,http://url.cdnhs.store:48559/hstw.php?id=BrazzersTVEurope
BrazzersTV HD,http://url.cdnhs.store:48559/hstw.php?id=BrazzersTV2
HustlerTV,http://url.cdnhs.store:48559/hstw.php?id=Hustler
HustlerTV,http://url.cdnhs.store:48559/hstw.php?id=hustlertv
Penthouse Gold,http://url.cdnhs.store:48559/hstw.php?id=PenthouseGold
Penthouse Gold,http://url.cdnhs.store:48559/hstw.php?id=penthouse
Penthouse Reality,http://url.cdnhs.store:48559/hstw.php?id=PenthouseQuickies
OX-AX,http://url.cdnhs.store:48559/hstw.php?id=Ohah
Vivid Red,http://url.cdnhs.store:48559/hstw.php?id=VividRed
Eroxxx,http://url.cdnhs.store:48559/hstw.php?id=Eroxxx
Extasy,http://url.cdnhs.store:48559/hstw.php?id=Extasy
ExtasyHD,http://url.cdnhs.store:48559/hstw.php?id=ExtasyHD
PrivateTV,http://url.cdnhs.store:48559/hstw.php?id=PrivateTV
Red Light,http://url.cdnhs.store:48559/hstw.php?id=Redlight
CineMan私密频道,http://url.cdnhs.store:48559/hstw.php?id=CineMan私密频道
CineMan私密频道2,http://url.cdnhs.store:48559/hstw.php?id=CineMan私密频道2
WAAYH,http://url.cdnhs.store:48559/hstw.php?id=Shalun
DorcelTV,http://url.cdnhs.store:48559/hstw.php?id=DorcelTV
FapTV 2,http://url.cdnhs.store:48559/hstw.php?id=FapTV2
FapTV 3,http://url.cdnhs.store:48559/hstw.php?id=FapTV3
FapTV 4,http://url.cdnhs.store:48559/hstw.php?id=FapTV4
FapTV Parody,http://url.cdnhs.store:48559/hstw.php?id=FapTVParody
FapTV Compilation,http://url.cdnhs.store:48559/hstw.php?id=FapTVCompilation
FapTV Anal,http://url.cdnhs.store:48559/hstw.php?id=FapTVAnal
FapTV Teens,http://url.cdnhs.store:48559/hstw.php?id=FapTVTeens
FapTV Lesbian,http://url.cdnhs.store:48559/hstw.php?id=FapTVLesbian
FapTV BBW,http://url.cdnhs.store:48559/hstw.php?id=FapTVBBW
BlueHustler,http://url.cdnhs.store:48559/hstw.php?id=BlueHustler
KINO私密频道,http://url.cdnhs.store:48559/hstw.php?id=Kino私密频道
Pinko Club,http://url.cdnhs.store:48559/hstw.php?id=PinkOTV
BarleyLegal,http://url.cdnhs.store:48559/hstw.php?id=Barelylegal
XY Max,http://url.cdnhs.store:48559/hstw.php?id=XYMax
XY Plus,http://url.cdnhs.store:48559/hstw.php?id=XYPlus
XY Mix,http://url.cdnhs.store:48559/hstw.php?id=XYMix
XXL,http://url.cdnhs.store:48559/hstw.php?id=XXL
